IDENTITAS,UMUR,JENIS_KELAMIN,PENGALAMAN_MENGEMUDI,PENDIDIKAN,PENGHASILAN,SKOR_KREDIT,PEMILIK_KENDARAAN,TAHUN_PRODUKSI,STATUS,ANAK,KODE_POS,KM_PER_TAHUN,JENIS_KENDARAAN,TILANG_NGEBUT,TILANG_MABUK,KECELAKAAN_SEBELUMNYA,KLAIM
807847,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6330139475122963,ya,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,3,1,4,tidak
758983,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.552204630296896,ya,setelah 2020,menikah,tidak ada,32765,12000.0,keluarga,6,0,3,tidak
987114,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.3266816101781183,tidak,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,ya
873457,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5880825424047316,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,7,1,1,tidak
699703,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7022748020975709,tidak,sebelum 2020,menikah,ada,92101,10000.0,keluarga,0,0,0,ya
563342,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7266055391975765,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
504412,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,,tidak,sebelum 2020,menikah,ada,10238,12000.0,keluarga,3,2,3,ya
284106,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.73238212135242,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,5,1,5,tidak
78189,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2012839211827758,ya,sebelum 2020,belum menikah,tidak ada,32765,12000.0,keluarga,0,0,0,ya
427520,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4641607076311848,tidak,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,1,0,tidak
689030,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6579677428053038,ya,setelah 2020,menikah,tidak ada,92101,13000.0,keluarga,1,0,1,tidak
966467,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6002161554309658,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,5,2,4,tidak
288712,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6663760181644964,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,3,0,7,tidak
228114,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4031472802313768,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
63715,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4169350441301069,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,5,1,5,tidak
624077,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,tidak ada,lebih dari 3x UMR,0.5948797136778915,ya,sebelum 2020,menikah,ada,32765,8000.0,sport,10,0,1,tidak
726352,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3804265034620669,tidak,sebelum 2020,menikah,ada,10238,16000.0,keluarga,1,0,1,tidak
150072,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,21217,14000.0,keluarga,0,0,0,ya
792396,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.680617632406099,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,1,2,2,tidak
768933,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3559504699938693,ya,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,ya
452356,antara 40-65 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 2-3x UMR,,ya,sebelum 2020,belum menikah,ada,32765,10000.0,keluarga,2,0,0,tidak
849811,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.587831426389767,ya,setelah 2020,menikah,tidak ada,32765,,sport,3,0,1,tidak
579336,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5733880426029547,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,2,tidak
648922,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.2964062828237805,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
47909,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.4295096986208441,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,1,0,4,tidak
619577,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6885687186194461,ya,setelah 2020,belum menikah,ada,92101,11000.0,keluarga,2,0,0,tidak
212678,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.700017431968704,ya,setelah 2020,belum menikah,ada,32765,13000.0,keluarga,1,0,1,tidak
579720,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4495886310379405,tidak,sebelum 2020,belum menikah,ada,10238,,sport,0,0,1,ya
995884,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6900455818778344,ya,setelah 2020,menikah,tidak ada,10238,11000.0,keluarga,2,1,1,tidak
226326,antara 40-65 tahun,perempuan,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4960298730510012,ya,setelah 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,1,tidak
943922,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6563457625165399,tidak,setelah 2020,menikah,ada,32765,6000.0,keluarga,8,0,0,tidak
510116,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4983566259941653,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
536546,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5463825431033477,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
75592,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3158628767091658,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,1,tidak
487116,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.5300643171181573,ya,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,1,0,2,ya
936820,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3578391720711443,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,1,0,0,ya
634050,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.672756052841708,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,1,0,2,tidak
307397,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7419993760301162,ya,setelah 2020,belum menikah,ada,10238,,keluarga,2,0,2,tidak
558748,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6226519789949738,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,1,0,0,tidak
856630,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4801406677163008,tidak,setelah 2020,belum menikah,tidak ada,32765,14000.0,keluarga,0,0,0,ya
200009,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6787954309829434,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,5,1,3,tidak
784462,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,32765,10000.0,keluarga,13,1,6,tidak
792252,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5152467080125883,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,2,0,1,tidak
462586,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.4899205986325767,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,3,0,1,tidak
577965,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.4219579486132668,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,4,0,6,tidak
818248,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5843548496662949,ya,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,1,0,2,tidak
491438,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,9000.0,keluarga,0,0,0,ya
896587,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5581569698935803,ya,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
431538,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.19414954837432,tidak,sebelum 2020,menikah,tidak ada,10238,12000.0,sport,0,0,0,ya
164516,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.300497330390378,tidak,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
479577,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6670906918498556,ya,setelah 2020,menikah,ada,10238,7000.0,keluarga,4,0,0,tidak
395233,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6130724079074048,ya,sebelum 2020,menikah,tidak ada,10238,,keluarga,0,0,0,ya
221838,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,menikah,tidak ada,10238,11000.0,keluarga,3,0,2,tidak
938476,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5952817629709132,ya,sebelum 2020,menikah,ada,32765,8000.0,keluarga,1,0,1,tidak
112454,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3482357882933829,tidak,sebelum 2020,menikah,ada,32765,7000.0,keluarga,0,0,0,ya
91246,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3566396714745861,ya,setelah 2020,menikah,ada,10238,8000.0,keluarga,3,0,1,tidak
2743,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.3486591269429803,tidak,sebelum 2020,menikah,tidak ada,21217,12000.0,keluarga,0,0,0,ya
248888,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5594684860915574,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,0,0,0,ya
195523,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.514483730987584,tidak,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,0,ya
981926,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5626384060668865,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,2,1,0,tidak
593426,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.5717246252857962,ya,sebelum 2020,belum menikah,ada,32765,15000.0,keluarga,2,2,1,tidak
235574,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6510078690171576,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,5,0,2,tidak
440993,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.3707348173567914,ya,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,0,ya
446993,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3051450776813433,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,tidak
82684,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5744144216758436,ya,sebelum 2020,belum menikah,tidak ada,32765,,keluarga,2,0,5,ya
301242,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4500145680826032,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,1,0,1,tidak
784122,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6364490959261638,ya,sebelum 2020,menikah,ada,10238,,keluarga,0,1,4,tidak
884967,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.4576717029360895,tidak,sebelum 2020,menikah,ada,10238,,keluarga,4,0,8,tidak
7722,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3357473732007096,tidak,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,ya
278557,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3186947648911332,tidak,sebelum 2020,belum menikah,ada,32765,,sport,1,2,0,tidak
123443,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5578403271955679,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,2,0,0,tidak
112143,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.1924274124285441,tidak,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,0,0,0,ya
912138,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,0.3528243251354439,tidak,sebelum 2020,menikah,ada,32765,11000.0,sport,6,1,3,ya
601305,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.647569234863379,tidak,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,ya
602274,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4572362634438549,ya,setelah 2020,belum menikah,tidak ada,92101,10000.0,keluarga,0,0,0,tidak
352099,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.5042469291759577,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,1,tidak
660400,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3749625006784157,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,ya
267614,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6603156212983624,ya,sebelum 2020,belum menikah,ada,10238,11000.0,sport,0,0,0,tidak
974380,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.4169178873741152,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,3,0,0,tidak
346585,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6350840347750659,ya,sebelum 2020,menikah,tidak ada,10238,17000.0,keluarga,0,1,0,tidak
536135,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4049288507406456,ya,sebelum 2020,menikah,ada,92101,11000.0,keluarga,2,0,0,tidak
75569,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.4956283926329951,tidak,setelah 2020,menikah,tidak ada,10238,11000.0,keluarga,2,0,0,tidak
415320,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3921778349659278,tidak,sebelum 2020,menikah,tidak ada,10238,,keluarga,0,0,0,ya
645135,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5149450496137513,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,2,tidak
421596,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5032225392796313,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,6,2,10,tidak
164636,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7140339031205747,ya,sebelum 2020,menikah,ada,21217,11000.0,keluarga,0,0,0,ya
405100,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3670512395145257,tidak,sebelum 2020,menikah,tidak ada,10238,14000.0,keluarga,1,0,1,ya
315223,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5793929043624154,ya,sebelum 2020,belum menikah,tidak ada,92101,13000.0,keluarga,2,0,0,tidak
628723,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5584702236402418,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,1,0,4,tidak
483693,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.2919776582051944,tidak,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,0,0,0,ya
416795,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.6615841421190086,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,5,0,0,tidak
712973,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3788290288330991,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,ya
755061,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3740705590179875,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
625426,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,3,1,2,tidak
162614,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.4593785751523136,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,1,0,5,tidak
732843,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,2,0,5,tidak
466761,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.4654506837575693,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
498232,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4086866980912735,ya,sebelum 2020,belum menikah,ada,32765,9000.0,keluarga,0,0,0,ya
170391,lebih dari 65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5888021385021842,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,2,0,2,tidak
918640,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.61502467895473,ya,sebelum 2020,menikah,ada,32765,7000.0,keluarga,3,1,0,tidak
937134,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,32765,8000.0,keluarga,2,0,0,tidak
273764,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5464601140543317,ya,setelah 2020,menikah,ada,10238,8000.0,keluarga,1,0,1,tidak
418555,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,1,0,1,tidak
344228,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.737994819837278,ya,setelah 2020,menikah,tidak ada,10238,17000.0,keluarga,0,0,0,tidak
809278,antara 40-65 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.4273733642706479,ya,sebelum 2020,belum menikah,ada,32765,10000.0,keluarga,3,0,0,tidak
68145,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.4129918414421705,tidak,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,ya
128369,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6953231970861331,tidak,sebelum 2020,menikah,ada,32765,7000.0,keluarga,3,1,1,tidak
194925,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.2912344134674337,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
303507,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.2441332629984765,tidak,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,ya
244931,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5082740148521835,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,0,0,0,tidak
570030,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2932584812581273,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
918038,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3436417190829057,tidak,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,1,0,ya
102325,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,kurang dari UMR,0.5033225200786,tidak,sebelum 2020,belum menikah,tidak ada,10238,15000.0,sport,0,0,0,ya
653061,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,,tidak,setelah 2020,belum menikah,ada,10238,,keluarga,0,0,0,tidak
706892,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6630513690689503,ya,setelah 2020,menikah,ada,10238,,keluarga,2,0,0,tidak
761911,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2027084379448271,tidak,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,0,0,0,ya
271656,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.665343329329833,ya,sebelum 2020,menikah,ada,32765,12000.0,keluarga,1,0,0,tidak
820690,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5386236932875669,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,8,0,5,tidak
622930,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4101367047885667,tidak,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
81394,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3136455846123201,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
373844,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5073241356207076,ya,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,0,0,0,tidak
368392,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2095073883823189,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,ya
447175,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4907240542637642,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
182095,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.5814986743175801,ya,sebelum 2020,menikah,ada,10238,14000.0,keluarga,5,0,0,tidak
451696,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6850359505244253,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,ya
953021,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.4739316494372351,ya,setelah 2020,belum menikah,ada,10238,,keluarga,0,0,0,tidak
462465,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,,tidak,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,ya
617007,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5128461364179456,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,4,0,2,tidak
560773,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6624617559275001,ya,setelah 2020,menikah,tidak ada,10238,13000.0,keluarga,1,0,1,tidak
438008,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5564133152355352,ya,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,1,0,4,tidak
212573,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.2673466585061873,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,tidak
