UMUR,PEKERJAAN,STATUS_PERKAWINAN,PENDIDIKAN,KREDIT_RUMAH,PINJAMAN,MENGHUBUNGI_DENGAN,LAMA_BICARA,JUMLAH_KONTAK_SEKARANG,JUMLAH_KONTAK_SEBELUMNYA,HASIL_SEBELUMNYA,DEPOSITO
33,pelayan,menikah,lulus SMA,ya,tidak ada,HP,1512,1,1,gagal,sukses
26,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,279,2,1,gagal,belum
48,pelayan,cerai,lulus SMA,ya,ada,HP,111,2,1,gagal,belum
25,teknisi,menikah,lulus universitas,tidak,ada,HP,136,1,1,gagal,belum
34,administrasi,lajang,lulus SMA,ya,tidak ada,HP,725,2,2,gagal,belum
40,buruh,menikah,lulus SD,tidak,tidak ada,HP,128,1,1,gagal,belum
39,teknisi,menikah,lulus diploma,ya,tidak ada,HP,1046,3,1,sukses,sukses
42,freelance,menikah,lulus universitas,ya,tidak ada,HP,290,2,1,gagal,belum
34,administrasi,lajang,lulus universitas,ya,ada,HP,265,1,1,gagal,belum
51,buruh,cerai,lulus SMP,ya,tidak ada,HP,314,4,1,gagal,belum
36,administrasi,menikah,lulus SMA,ya,tidak ada,HP,722,3,1,gagal,belum
39,pelayan,lajang,lulus diploma,ya,tidak ada,HP,199,1,1,gagal,belum
31,teknisi,lajang,lulus diploma,ya,tidak ada,telepon rumah,54,1,1,gagal,belum
60,administrasi,lajang,lulus universitas,ya,ada,HP,107,1,1,gagal,belum
23,teknisi,lajang,lulus diploma,ya,tidak ada,HP,116,5,2,gagal,belum
56,pengangguran,cerai,tidak lulus SD,tidak,ada,HP,363,2,3,sukses,sukses
32,administrasi,menikah,lulus diploma,tidak,ada,HP,221,1,1,sukses,sukses
50,karyawan,menikah,tidak lulus SD,ya,tidak ada,HP,389,1,1,gagal,belum
38,buruh,menikah,lulus SD,tidak,tidak ada,HP,346,2,3,sukses,belum
41,teknisi,lajang,lulus diploma,ya,tidak ada,HP,175,2,1,gagal,belum
54,teknisi,cerai,lulus diploma,ya,tidak ada,HP,352,1,1,sukses,belum
57,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,187,1,1,gagal,belum
46,pelayan,cerai,lulus SMP,tidak,tidak ada,HP,96,2,1,gagal,belum
30,buruh,lajang,lulus SMP,ya,tidak ada,HP,14,6,1,gagal,belum
34,administrasi,menikah,lulus SMA,ya,tidak ada,HP,161,1,1,sukses,belum
45,buruh,lajang,lulus SMA,ya,tidak ada,HP,29,6,1,gagal,belum
32,karyawan,menikah,lulus diploma,tidak,tidak ada,HP,125,1,1,gagal,belum
34,administrasi,lajang,lulus universitas,ya,tidak ada,HP,89,1,2,sukses,sukses
39,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,459,1,1,gagal,sukses
31,karyawan,lajang,lulus universitas,ya,tidak ada,HP,92,1,1,gagal,belum
61,administrasi,menikah,lulus SMA,ya,tidak ada,HP,196,1,1,gagal,sukses
41,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,296,1,1,gagal,belum
27,administrasi,menikah,lulus diploma,ya,ada,HP,162,2,1,gagal,belum
29,administrasi,lajang,lulus SMP,ya,tidak ada,telepon rumah,41,2,1,gagal,belum
65,karyawan,menikah,lulus universitas,tidak,tidak ada,telepon rumah,1076,3,1,sukses,sukses
24,pengangguran,menikah,lulus SMA,ya,tidak ada,HP,98,1,1,gagal,sukses
50,administrasi,menikah,lulus universitas,ya,tidak ada,HP,204,1,1,sukses,belum
30,administrasi,menikah,lulus SMA,ya,tidak ada,HP,215,1,1,sukses,sukses
48,administrasi,lajang,lulus universitas,ya,tidak ada,HP,121,4,1,gagal,belum
27,wiraswasta,lajang,lulus universitas,tidak,tidak ada,HP,133,2,1,gagal,belum
28,pengangguran,menikah,lulus diploma,ya,tidak ada,HP,190,3,1,gagal,sukses
31,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,190,1,1,gagal,belum
35,administrasi,lajang,lulus SMA,ya,tidak ada,HP,82,5,1,gagal,belum
36,buruh,menikah,lulus SD,ya,tidak ada,HP,217,1,1,gagal,belum
45,teknisi,lajang,lulus universitas,ya,tidak ada,HP,201,1,1,gagal,belum
30,karyawan,lajang,lulus universitas,ya,ada,HP,228,1,1,gagal,belum
33,administrasi,lajang,lulus universitas,ya,tidak ada,HP,173,1,1,sukses,sukses
59,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,190,2,1,gagal,belum
32,buruh,menikah,lulus SMP,ya,tidak ada,HP,211,1,1,sukses,belum
33,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,206,1,1,sukses,sukses
28,administrasi,lajang,lulus universitas,ya,tidak ada,HP,442,1,1,gagal,sukses
36,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,42,2,1,gagal,belum
65,pensiunan,lajang,lulus universitas,tidak,tidak ada,HP,88,2,2,sukses,sukses
55,pelayan,menikah,lulus SMP,ya,tidak ada,HP,314,1,1,sukses,sukses
39,teknisi,menikah,lulus diploma,ya,tidak ada,HP,346,1,1,gagal,belum
34,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,303,1,1,gagal,belum
55,karyawan,cerai,lulus universitas,tidak,tidak ada,HP,131,2,1,gagal,belum
81,pensiunan,cerai,tidak lulus SD,ya,tidak ada,HP,192,2,2,sukses,belum
54,teknisi,menikah,lulus SMP,tidak,tidak ada,HP,284,2,1,gagal,sukses
29,administrasi,lajang,lulus universitas,ya,ada,HP,76,1,2,gagal,belum
35,teknisi,menikah,lulus diploma,ya,tidak ada,HP,90,1,1,gagal,belum
33,buruh,menikah,lulus SMP,ya,tidak ada,HP,827,1,1,gagal,belum
32,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,402,1,2,gagal,belum
43,teknisi,menikah,lulus diploma,ya,tidak ada,HP,190,1,1,gagal,belum
38,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,106,3,1,gagal,belum
25,teknisi,menikah,lulus diploma,ya,tidak ada,HP,551,4,1,gagal,sukses
55,pensiunan,menikah,lulus SMP,tidak,tidak ada,telepon rumah,114,1,1,gagal,belum
40,pelayan,menikah,lulus SMA,ya,tidak ada,HP,124,1,1,gagal,belum
64,pensiunan,menikah,lulus universitas,ya,ada,HP,146,1,1,gagal,belum
26,teknisi,lajang,lulus SMP,ya,tidak ada,HP,305,1,1,gagal,sukses
28,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,35,3,1,gagal,belum
37,buruh,menikah,lulus SMP,tidak,tidak ada,HP,214,8,1,gagal,belum
32,pelayan,menikah,lulus diploma,ya,tidak ada,HP,146,3,1,gagal,belum
73,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,79,1,1,gagal,belum
33,buruh,lajang,lulus SMP,tidak,tidak ada,HP,1075,1,1,gagal,sukses
36,teknisi,menikah,lulus SD,tidak,tidak ada,HP,316,2,1,gagal,belum
52,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,165,1,1,gagal,belum
52,administrasi,cerai,lulus SMA,ya,ada,HP,110,1,1,gagal,belum
31,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,128,1,1,gagal,belum
68,pensiunan,menikah,lulus SMA,ya,tidak ada,HP,88,1,2,gagal,belum
45,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,370,3,1,gagal,belum
37,administrasi,cerai,lulus SMA,tidak,tidak ada,HP,156,1,1,gagal,belum
78,pensiunan,cerai,lulus SMA,tidak,tidak ada,HP,238,1,2,gagal,belum
29,administrasi,lajang,lulus SMA,tidak,tidak ada,telepon rumah,330,2,1,sukses,sukses
34,administrasi,lajang,lulus universitas,ya,ada,HP,301,1,2,sukses,sukses
26,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,175,1,1,gagal,belum
39,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,91,1,1,gagal,belum
60,teknisi,menikah,tidak lulus SD,ya,tidak ada,HP,595,2,1,sukses,sukses
56,wiraswasta,menikah,lulus universitas,tidak,tidak ada,HP,196,1,1,sukses,belum
31,buruh,lajang,lulus SMA,ya,tidak ada,HP,116,2,2,gagal,belum
37,wiraswasta,menikah,lulus SMP,tidak,tidak ada,HP,238,2,1,gagal,belum
80,pensiunan,menikah,tidak lulus SD,ya,ada,HP,78,1,1,gagal,belum
27,mahasiswa,lajang,lulus universitas,tidak,tidak ada,HP,227,1,1,gagal,sukses
33,administrasi,lajang,lulus universitas,ya,tidak ada,HP,101,2,1,gagal,belum
35,administrasi,menikah,lulus diploma,ya,tidak ada,HP,76,2,1,sukses,belum
36,pelayan,menikah,lulus SD,ya,tidak ada,HP,102,6,1,gagal,belum
70,PRT,cerai,tidak lulus SD,tidak,tidak ada,telepon rumah,90,3,1,gagal,belum
24,teknisi,cerai,lulus diploma,ya,tidak ada,HP,107,1,1,gagal,belum
65,pensiunan,menikah,lulus SMA,ya,tidak ada,HP,201,5,1,sukses,belum
37,teknisi,menikah,lulus diploma,ya,tidak ada,HP,63,2,1,gagal,belum
28,administrasi,lajang,lulus universitas,ya,tidak ada,HP,370,1,1,sukses,belum
61,buruh,menikah,lulus SMA,tidak,tidak ada,HP,190,1,1,sukses,belum
38,karyawan,cerai,lulus universitas,tidak,ada,HP,72,1,1,gagal,belum
72,pensiunan,cerai,lulus universitas,tidak,tidak ada,HP,220,16,1,gagal,belum
35,pelayan,menikah,lulus diploma,ya,tidak ada,HP,218,2,1,sukses,sukses
26,administrasi,lajang,lulus SMA,ya,tidak ada,HP,211,2,1,gagal,belum
53,administrasi,cerai,lulus SMA,ya,tidak ada,HP,70,1,1,gagal,belum
54,administrasi,menikah,lulus diploma,tidak,tidak ada,HP,1868,2,1,sukses,sukses
71,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,519,2,3,gagal,sukses
42,teknisi,menikah,lulus diploma,ya,tidak ada,HP,94,1,1,sukses,belum
37,administrasi,lajang,lulus universitas,ya,tidak ada,HP,105,1,1,gagal,belum
27,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,167,3,1,sukses,sukses
44,karyawan,menikah,lulus universitas,ya,tidak ada,HP,170,2,1,gagal,belum
59,administrasi,cerai,lulus diploma,ya,tidak ada,telepon rumah,91,1,1,gagal,belum
34,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,323,3,1,gagal,belum
26,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,233,1,1,sukses,sukses
18,mahasiswa,lajang,lulus SMP,ya,tidak ada,HP,269,1,1,gagal,belum
27,pelayan,lajang,lulus SMA,ya,ada,HP,356,2,1,gagal,belum
51,teknisi,menikah,lulus universitas,ya,tidak ada,HP,526,2,1,gagal,sukses
26,pelayan,lajang,lulus universitas,ya,ada,HP,639,3,1,gagal,belum
40,pelayan,menikah,lulus SMA,ya,tidak ada,HP,72,1,1,gagal,belum
32,buruh,lajang,lulus diploma,tidak,tidak ada,HP,343,6,1,gagal,belum
48,administrasi,cerai,lulus universitas,ya,tidak ada,HP,96,3,1,gagal,belum
36,buruh,menikah,lulus SD,tidak,tidak ada,HP,54,1,2,gagal,belum
31,pelayan,cerai,lulus diploma,tidak,tidak ada,HP,68,1,1,gagal,belum
30,administrasi,lajang,lulus universitas,ya,tidak ada,HP,34,1,1,gagal,belum
26,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,298,2,2,gagal,belum
32,buruh,lajang,lulus SMA,tidak,tidak ada,HP,151,4,1,gagal,belum
35,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,304,1,1,gagal,belum
59,pelayan,menikah,lulus universitas,ya,tidak ada,HP,383,2,2,gagal,sukses
53,administrasi,cerai,lulus universitas,ya,tidak ada,telepon rumah,262,1,2,gagal,belum
47,administrasi,menikah,lulus universitas,ya,tidak ada,HP,526,1,1,gagal,belum
36,freelance,menikah,lulus universitas,ya,tidak ada,HP,414,2,1,gagal,sukses
32,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,313,2,1,gagal,sukses
53,administrasi,menikah,lulus universitas,ya,tidak ada,HP,158,2,1,sukses,sukses
33,buruh,lajang,lulus SMP,tidak,tidak ada,HP,257,1,1,gagal,belum
32,teknisi,lajang,lulus diploma,ya,tidak ada,HP,329,1,1,sukses,belum
50,pengangguran,menikah,lulus SMA,tidak,tidak ada,HP,79,1,1,gagal,belum
24,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,147,1,1,gagal,belum
51,buruh,menikah,lulus SMP,ya,tidak ada,HP,31,1,1,gagal,belum
33,pelayan,menikah,lulus SMA,ya,ada,HP,69,1,1,gagal,belum
47,buruh,menikah,lulus SMP,ya,ada,HP,74,6,2,gagal,belum
36,karyawan,menikah,lulus universitas,ya,ada,HP,163,1,1,gagal,belum
63,pensiunan,menikah,lulus diploma,ya,ada,HP,444,2,1,sukses,sukses
78,pensiunan,cerai,tidak lulus SD,ya,tidak ada,HP,182,2,1,sukses,sukses
41,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,191,4,1,gagal,belum
73,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,179,1,1,gagal,belum
34,pengangguran,menikah,tidak lulus SD,ya,tidak ada,HP,98,1,1,gagal,belum
27,administrasi,lajang,lulus universitas,ya,tidak ada,HP,401,1,1,gagal,belum
32,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,162,4,1,gagal,belum
36,administrasi,menikah,lulus universitas,ya,ada,HP,308,1,1,sukses,belum
37,freelance,lajang,lulus universitas,ya,tidak ada,HP,270,2,1,gagal,belum
43,buruh,menikah,tidak lulus SD,tidak,ada,HP,69,1,1,gagal,belum
32,buruh,menikah,lulus SMP,tidak,tidak ada,HP,47,1,1,gagal,belum
84,pensiunan,cerai,tidak lulus SD,ya,ada,HP,666,1,2,sukses,sukses
35,administrasi,menikah,lulus universitas,tidak,ada,HP,349,1,3,gagal,sukses
37,pelayan,menikah,lulus SMP,tidak,ada,HP,447,2,1,gagal,belum
54,PRT,lajang,lulus SMP,tidak,tidak ada,HP,158,1,1,gagal,belum
40,buruh,menikah,lulus diploma,tidak,ada,HP,80,1,1,gagal,belum
25,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,234,1,1,sukses,sukses
43,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,164,2,2,sukses,sukses
45,buruh,menikah,lulus SMP,tidak,tidak ada,HP,126,2,1,gagal,belum
36,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,106,1,1,gagal,belum
33,teknisi,menikah,lulus universitas,tidak,ada,HP,169,3,1,gagal,belum
46,pengangguran,menikah,lulus universitas,tidak,tidak ada,HP,90,2,1,gagal,belum
58,pensiunan,menikah,lulus diploma,tidak,tidak ada,HP,127,1,1,gagal,belum
27,mahasiswa,lajang,lulus SMA,tidak,ada,HP,537,2,1,gagal,belum
44,buruh,menikah,lulus SMA,tidak,tidak ada,HP,271,2,1,gagal,belum
29,buruh,cerai,lulus SMP,ya,tidak ada,HP,168,4,1,gagal,belum
62,teknisi,menikah,lulus diploma,ya,tidak ada,HP,181,2,1,gagal,belum
37,pelayan,menikah,lulus SMA,ya,tidak ada,HP,87,2,1,sukses,belum
56,PRT,cerai,lulus SMA,ya,tidak ada,HP,67,6,1,gagal,belum
49,administrasi,menikah,lulus SMA,ya,tidak ada,HP,115,1,1,gagal,belum
69,pensiunan,menikah,lulus SMA,tidak,tidak ada,HP,289,1,1,sukses,sukses
23,buruh,lajang,lulus SMA,tidak,tidak ada,HP,380,2,1,gagal,belum
31,karyawan,menikah,lulus universitas,ya,ada,HP,41,1,1,gagal,belum
29,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,128,2,1,gagal,belum
32,teknisi,lajang,lulus SMA,ya,tidak ada,HP,240,1,1,gagal,belum
25,administrasi,lajang,lulus universitas,ya,ada,HP,115,1,1,gagal,sukses
33,karyawan,menikah,lulus universitas,ya,ada,HP,74,3,1,gagal,belum
67,pensiunan,cerai,lulus universitas,ya,tidak ada,HP,89,5,1,gagal,belum
41,teknisi,lajang,lulus SMA,ya,tidak ada,HP,108,2,1,gagal,belum
58,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,92,2,1,sukses,sukses
37,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,606,2,1,sukses,belum
31,karyawan,menikah,lulus universitas,ya,tidak ada,HP,255,3,1,sukses,sukses
43,administrasi,menikah,lulus SMA,ya,tidak ada,HP,141,1,1,gagal,belum
34,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,131,1,1,gagal,belum
43,buruh,lajang,tidak lulus SD,ya,tidak ada,HP,175,1,1,gagal,belum
35,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,437,3,1,gagal,belum
36,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,174,1,1,sukses,sukses
57,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,277,2,2,sukses,sukses
45,buruh,menikah,lulus SMP,ya,tidak ada,HP,174,1,1,gagal,belum
25,pelayan,lajang,lulus SMA,tidak,ada,telepon rumah,411,2,4,sukses,sukses
34,administrasi,menikah,lulus universitas,ya,tidak ada,HP,442,2,1,gagal,belum
45,PRT,menikah,lulus universitas,ya,tidak ada,telepon rumah,460,2,1,gagal,belum
40,administrasi,lajang,lulus SMA,ya,tidak ada,HP,202,3,1,gagal,belum
31,teknisi,cerai,lulus SMA,tidak,tidak ada,HP,40,1,1,gagal,belum
39,pelayan,lajang,lulus SMA,ya,tidak ada,HP,305,1,1,gagal,belum
37,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,107,1,1,gagal,belum
32,buruh,lajang,lulus SMP,ya,tidak ada,HP,340,2,1,gagal,belum
28,administrasi,lajang,lulus universitas,ya,tidak ada,HP,119,4,1,gagal,belum
39,buruh,lajang,lulus SD,tidak,tidak ada,HP,47,1,1,gagal,belum
38,teknisi,lajang,lulus SMP,ya,tidak ada,HP,425,2,1,gagal,belum
43,teknisi,cerai,lulus diploma,tidak,tidak ada,HP,131,2,1,gagal,belum
28,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,258,1,2,sukses,sukses
33,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,16,9,1,gagal,belum
48,buruh,menikah,lulus SD,tidak,tidak ada,HP,349,1,1,gagal,belum
31,freelance,cerai,lulus SMP,ya,tidak ada,HP,12,10,1,gagal,belum
32,administrasi,menikah,lulus universitas,ya,tidak ada,HP,467,2,1,sukses,sukses
40,freelance,menikah,lulus SMP,tidak,tidak ada,HP,53,1,1,gagal,belum
40,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,397,2,1,gagal,belum
25,mahasiswa,lajang,lulus SMA,ya,ada,HP,660,2,3,sukses,sukses
52,administrasi,menikah,lulus universitas,ya,ada,HP,250,1,5,sukses,sukses
35,administrasi,menikah,lulus universitas,ya,tidak ada,HP,110,2,2,gagal,belum
35,administrasi,menikah,lulus universitas,tidak,ada,HP,262,3,1,gagal,sukses
59,pensiunan,cerai,lulus SMA,tidak,tidak ada,HP,97,2,1,gagal,belum
68,pensiunan,lajang,lulus universitas,tidak,tidak ada,HP,500,2,1,gagal,belum
63,pensiunan,menikah,lulus diploma,tidak,tidak ada,HP,137,1,1,gagal,belum
31,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,122,4,3,gagal,belum
49,teknisi,cerai,lulus diploma,ya,tidak ada,HP,253,3,1,sukses,sukses
36,pengangguran,menikah,lulus universitas,ya,tidak ada,HP,450,1,1,gagal,belum
74,pensiunan,cerai,tidak lulus SD,tidak,tidak ada,telepon rumah,369,1,1,gagal,belum
25,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,189,1,4,sukses,belum
64,administrasi,menikah,lulus universitas,tidak,ada,telepon rumah,766,3,1,sukses,sukses
54,pengangguran,menikah,lulus SMP,tidak,tidak ada,HP,193,1,1,sukses,sukses
34,teknisi,lajang,lulus universitas,ya,tidak ada,HP,82,1,1,gagal,belum
52,teknisi,menikah,lulus SMA,tidak,tidak ada,HP,406,1,1,gagal,sukses
37,teknisi,menikah,lulus universitas,ya,tidak ada,HP,187,1,1,sukses,sukses
34,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,573,1,1,gagal,belum
73,pensiunan,cerai,lulus SMA,tidak,ada,HP,63,3,2,sukses,sukses
38,pelayan,cerai,lulus SMA,ya,tidak ada,HP,620,1,1,sukses,belum
36,teknisi,menikah,lulus diploma,ya,ada,HP,266,2,2,sukses,sukses
28,teknisi,lajang,lulus diploma,ya,tidak ada,HP,63,2,1,sukses,sukses
45,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,166,2,1,gagal,belum
68,karyawan,menikah,lulus SMP,ya,tidak ada,HP,97,1,2,gagal,belum
24,buruh,lajang,lulus SMP,tidak,ada,HP,51,1,1,gagal,belum
51,administrasi,menikah,lulus SD,tidak,ada,HP,228,2,1,gagal,belum
29,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,104,1,1,sukses,belum
32,teknisi,menikah,lulus SMA,ya,tidak ada,telepon rumah,293,5,1,gagal,sukses
53,administrasi,menikah,lulus universitas,ya,tidak ada,HP,202,3,1,gagal,belum
29,pelayan,menikah,lulus SMA,ya,tidak ada,HP,90,2,1,sukses,belum
62,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,105,3,1,gagal,belum
47,karyawan,menikah,lulus SMP,ya,tidak ada,HP,181,3,1,gagal,sukses
36,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,141,1,2,gagal,belum
39,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,189,1,1,gagal,belum
22,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,210,1,1,sukses,sukses
62,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,238,4,2,gagal,sukses
26,teknisi,cerai,lulus universitas,ya,tidak ada,HP,101,1,1,sukses,belum
40,pelayan,menikah,lulus SD,tidak,tidak ada,HP,140,2,2,gagal,belum
33,pelayan,lajang,lulus SMA,ya,tidak ada,HP,132,2,1,gagal,belum
60,pensiunan,menikah,lulus SD,ya,tidak ada,HP,579,2,1,gagal,belum
34,buruh,menikah,lulus SMP,ya,ada,telepon rumah,219,4,1,gagal,belum
54,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,87,1,1,gagal,belum
40,karyawan,menikah,lulus universitas,ya,tidak ada,HP,401,1,1,gagal,belum
54,karyawan,cerai,lulus universitas,ya,ada,telepon rumah,39,1,1,gagal,belum
73,pensiunan,menikah,lulus SMP,tidak,tidak ada,HP,239,1,1,sukses,belum
56,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,337,2,2,sukses,sukses
34,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,154,3,1,gagal,belum
27,administrasi,menikah,lulus universitas,ya,tidak ada,HP,670,4,1,gagal,sukses
28,teknisi,lajang,lulus diploma,ya,tidak ada,HP,244,1,1,gagal,belum
27,administrasi,lajang,lulus SMA,ya,tidak ada,HP,41,3,1,gagal,belum
31,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,317,2,1,gagal,sukses
27,buruh,lajang,lulus SMA,ya,tidak ada,HP,148,2,1,sukses,sukses
38,teknisi,cerai,lulus universitas,tidak,tidak ada,HP,141,2,2,gagal,belum
39,karyawan,menikah,lulus universitas,ya,ada,HP,206,7,1,gagal,belum
51,administrasi,cerai,lulus SMA,ya,ada,HP,316,2,1,gagal,belum
26,teknisi,lajang,lulus diploma,tidak,ada,HP,358,1,2,gagal,sukses
51,teknisi,menikah,lulus diploma,ya,tidak ada,HP,153,1,1,gagal,belum
31,administrasi,lajang,lulus universitas,ya,tidak ada,HP,374,2,1,gagal,belum
46,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,107,4,1,gagal,belum
41,administrasi,menikah,lulus diploma,ya,ada,HP,528,3,1,gagal,belum
33,administrasi,lajang,lulus universitas,ya,tidak ada,HP,222,2,2,gagal,belum
24,pelayan,lajang,lulus SMP,ya,ada,HP,68,4,1,gagal,belum
37,buruh,lajang,lulus diploma,ya,tidak ada,HP,12,5,1,gagal,belum
40,teknisi,menikah,lulus universitas,ya,tidak ada,HP,124,3,1,gagal,belum
37,pelayan,menikah,lulus SD,ya,tidak ada,HP,679,1,1,gagal,sukses
35,administrasi,menikah,lulus universitas,ya,ada,HP,176,1,2,gagal,belum
32,administrasi,menikah,lulus universitas,ya,tidak ada,HP,103,1,1,gagal,sukses
32,pengangguran,lajang,lulus universitas,ya,tidak ada,telepon rumah,165,2,1,gagal,sukses
48,karyawan,menikah,lulus universitas,ya,tidak ada,HP,294,1,1,gagal,sukses
30,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,354,1,1,gagal,belum
36,karyawan,lajang,lulus universitas,ya,tidak ada,HP,38,1,2,gagal,belum
49,administrasi,menikah,lulus universitas,ya,tidak ada,HP,404,6,1,gagal,belum
42,pelayan,menikah,lulus SMA,ya,ada,telepon rumah,73,1,1,gagal,belum
34,wiraswasta,menikah,lulus SD,ya,tidak ada,HP,210,2,1,gagal,belum
48,wiraswasta,menikah,lulus universitas,tidak,tidak ada,HP,294,2,1,sukses,sukses
32,teknisi,menikah,lulus SMP,ya,tidak ada,HP,155,1,1,sukses,sukses
33,administrasi,menikah,lulus universitas,ya,tidak ada,telepon rumah,241,1,1,sukses,sukses
29,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,101,5,1,gagal,belum
40,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,377,3,1,gagal,belum
77,pensiunan,cerai,tidak lulus SD,ya,tidak ada,HP,445,2,1,gagal,sukses
52,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,231,1,2,sukses,sukses
32,teknisi,lajang,lulus universitas,ya,tidak ada,HP,211,2,1,gagal,belum
44,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,96,2,1,sukses,belum
31,buruh,lajang,lulus SMA,tidak,tidak ada,HP,465,1,1,gagal,belum
55,pensiunan,menikah,lulus SMA,ya,tidak ada,HP,213,1,1,gagal,belum
56,wiraswasta,menikah,lulus SMP,tidak,ada,HP,680,2,1,gagal,sukses
56,freelance,menikah,lulus universitas,tidak,tidak ada,HP,83,3,1,gagal,belum
32,buruh,menikah,lulus diploma,ya,tidak ada,HP,757,1,1,gagal,belum
31,teknisi,menikah,lulus universitas,ya,tidak ada,HP,39,2,1,gagal,belum
27,buruh,lajang,lulus SMA,ya,tidak ada,HP,209,3,1,gagal,sukses
53,PRT,menikah,lulus SMA,tidak,ada,HP,147,1,2,gagal,sukses
33,teknisi,lajang,lulus universitas,ya,tidak ada,HP,165,1,1,gagal,belum
45,buruh,lajang,tidak lulus SD,tidak,tidak ada,HP,223,1,1,gagal,belum
38,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,190,5,1,gagal,belum
59,pensiunan,cerai,lulus diploma,tidak,tidak ada,telepon rumah,8,1,1,gagal,belum
25,buruh,lajang,lulus SMP,ya,tidak ada,HP,655,3,1,gagal,sukses
56,wiraswasta,menikah,lulus universitas,tidak,tidak ada,HP,457,1,1,sukses,sukses
54,karyawan,cerai,lulus universitas,ya,ada,HP,265,2,1,gagal,belum
38,teknisi,menikah,lulus diploma,ya,tidak ada,HP,207,2,1,sukses,sukses
32,buruh,lajang,lulus SMA,ya,tidak ada,HP,517,1,1,gagal,belum
39,buruh,menikah,lulus SD,ya,tidak ada,HP,103,1,2,gagal,belum
45,buruh,menikah,lulus SMP,ya,tidak ada,HP,66,1,1,gagal,belum
54,pelayan,cerai,lulus SMA,ya,ada,HP,178,4,1,sukses,sukses
38,teknisi,menikah,lulus universitas,ya,tidak ada,HP,174,3,1,gagal,belum
34,administrasi,menikah,lulus universitas,ya,tidak ada,HP,250,1,2,gagal,sukses
36,PRT,cerai,tidak lulus SD,ya,tidak ada,HP,163,2,1,gagal,belum
